ip.src;ip.dst;ipv6.src;ipv6.dst;tcp.srcport;tcp.dstport;udp.srcport;udp.dstport;frame.len;tcp.len;udp.length;tcp.flags.syn;tcp.flags.ack;tcp.flags.fin;tcp.flags.reset;tcp.flags.push;tcp.flags.urg;tcp.flags.cwr;tcp.flags.ece
0;0;2800:3f0:4001:81c::2001;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;0.0;0.0;443.0;34953.0;6183.0;0.0;5481.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4001:81c::2001;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;443.0;36670.0;0.0;0.0;3327.0;2029.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4001:835::200e;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;0.0;0.0;443.0;47704.0;6255.0;0.0;5445.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4001:835::200e;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;0.0;0.0;443.0;48092.0;17097.0;0.0;14613.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4001:835::200e;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;443.0;41116.0;0.0;0.0;3327.0;2029.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4001:836::2003;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;0.0;0.0;443.0;54529.0;6906.0;0.0;6258.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4001:836::200a;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;0.0;0.0;443.0;41746.0;6821.0;0.0;6011.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4001:836::200a;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;0.0;0.0;443.0;54255.0;7346.0;0.0;6590.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4001:837::2001;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;0.0;0.0;443.0;40721.0;10991.0;0.0;9911.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4001:837::2001;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;443.0;55100.0;0.0;0.0;13208.0;11308.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4001:838::200a;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;0.0;0.0;443.0;56195.0;5938.0;0.0;5236.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4001:838::200a;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;443.0;47750.0;0.0;0.0;3377.0;2079.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4001:83a::200e;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;443.0;51070.0;0.0;0.0;68948.0;60684.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4001:83b::2003;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;0.0;0.0;443.0;43278.0;6778.0;0.0;6184.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4001:841::200e;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;0.0;0.0;443.0;47875.0;10091.0;0.0;9227.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4001:841::200e;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;443.0;35904.0;0.0;0.0;3327.0;2029.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4001:844::200e;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;0.0;0.0;443.0;39808.0;6652.0;0.0;5302.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4001:844::200e;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;0.0;0.0;443.0;57045.0;17293.0;0.0;16105.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4001:844::200e;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;443.0;40534.0;0.0;0.0;7416.0;5946.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2800:3f0:4001:846::2003;2804:14d:4ca6:9cd0:7e0f:6dfb:dc1c:10dc;0.0;0.0;443.0;49725.0;360753.0;0.0;345039.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
